formula,Unnamed: 0,atoms,a,b,c,alpha,beta,gamma,volume,atomic_density,mass_density,bandgap,bandgap_sigma
PrZrS3,34,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [59, 59, 59, 59, 40, 40, 40, 40, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Pr', 'Pr', 'Pr', 'Pr', 'Zr', 'Zr', 'Zr', 'Zr', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.3209e-10, 0.0, 0.0], [0.0, 9.622e-10, 0.0], [0.0, 0.0, 6.5149e-10]], 'periodic': [True, True, True], 'positions': [[6.56245476e-10, 7.2165e-10, 2.9773092999999974e-11], [2.90200476e-10, 7.2165e-10, 2.9597190699999996e-10], [4.4188952400000007e-10, 2.4055e-10, 3.55518093e-10], [7.584452400000002e-11, 2.4055e-10, 6.21716907e-10], [0.0, 4.811e-10, 3.25745e-10], [0.0, 0.0, 3.25745e-10], [3.66045e-10, 0.0, 0.0], [3.66045e-10, 4.811e-10, 0.0], [5.95628424e-10, 5.975262000000005e-11, 5.3617627e-10], [5.95628424e-10, 4.213473799999999e-10, 5.3617627e-10], [2.29583424e-10, 4.213473799999999e-10, 4.4105873000000006e-10], [5.02506576e-10, 9.024473799999999e-10, 2.1043126999999996e-10], [1.3646157600000002e-10, 5.408526200000001e-10, 1.1531373000000001e-10], [5.02506576e-10, 5.408526200000001e-10, 2.1043126999999996e-10], [2.29583424e-10, 5.975262000000005e-11, 4.4105873000000006e-10], [1.3646157600000002e-10, 9.024473799999999e-10, 1.1531373000000001e-10], [7.01122593e-10, 2.4055e-10, 2.374029559999999e-10], [3.35077593e-10, 2.4055e-10, 8.834204400000011e-11], [3.9701240700000006e-10, 7.2165e-10, 5.631479559999999e-10], [3.0967407e-11, 7.2165e-10, 4.1408704400000014e-10]], 'species': [59, 59, 59, 59, 40, 40, 40, 40, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.3209,9.622,6.5149,90.0,90.0,90.0,458.9206300270197,0.043580520663938,4.752013259116489,1.753813624382019,0.09785624593496323
UCdS3,35,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [92, 92, 92, 92, 48, 48, 48, 48, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['U', 'U', 'U', 'U', 'Cd', 'Cd', 'Cd', 'Cd', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.4207e-10, 0.0, 0.0], [0.0, 8.952000000000001e-10, 0.0], [0.0, 0.0, 6.5149e-10]], 'periodic': [True, True, True], 'positions': [[6.68901898e-10, 6.714000000000001e-10, 6.38916243e-10], [2.9786689800000003e-10, 6.714000000000001e-10, 3.38318757e-10], [4.44203102e-10, 2.2380000000000002e-10, 3.13171243e-10], [7.3168102e-11, 2.2380000000000002e-10, 1.2573756999999999e-11], [0.0, 4.4760000000000004e-10, 3.25745e-10], [0.0, 0.0, 3.25745e-10], [3.71035e-10, 0.0, 0.0], [3.71035e-10, 4.4760000000000004e-10, 0.0], [6.06939053e-10, 6.472296000000003e-11, 1.1661670999999996e-10], [6.06939053e-10, 3.8287703999999997e-10, 1.1661670999999996e-10], [2.3590405299999996e-10, 3.8287703999999997e-10, 2.0912829000000014e-10], [5.06165947e-10, 8.3047704e-10, 4.4236171e-10], [1.3513094700000001e-10, 5.1232296e-10, 5.3487329e-10], [5.06165947e-10, 5.1232296e-10, 4.4236171e-10], [2.3590405299999996e-10, 6.472296000000003e-11, 2.0912829000000014e-10], [1.3513094700000001e-10, 8.3047704e-10, 5.3487329e-10], [7.143907890000001e-10, 2.2380000000000002e-10, 4.1982015599999996e-10], [3.43355789e-10, 2.2380000000000002e-10, 5.574148440000001e-10], [3.9871421100000005e-10, 6.714000000000001e-10, 9.407515599999998e-11], [2.7679210999999992e-11, 6.714000000000001e-10, 2.3166984400000003e-10]], 'species': [92, 92, 92, 92, 48, 48, 48, 48, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.4207,8.952,6.5149,90.0,90.0,90.0,432.78550018535975,0.0462122691065992,6.854709478768776,2.1019954681396484,0.14627426862716675
SrZrS3,36,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [38, 38, 38, 38, 40, 40, 40, 40, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Sr', 'Sr', 'Sr', 'Sr', 'Zr', 'Zr', 'Zr', 'Zr', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.3207e-10, 0.0, 0.0], [0.0, 1.00208e-09, 0.0], [0.0, 0.0, 6.6497e-10]], 'periodic': [True, True, True], 'positions': [[6.63328627e-10, 7.515599999999999e-10, 3.56490417e-10], [2.9729362700000007e-10, 7.515599999999999e-10, 6.40964583e-10], [4.3477637300000007e-10, 2.5052e-10, 2.4005417000000017e-11], [6.874137300000002e-11, 2.5052e-10, 3.0847958300000003e-10], [0.0, 5.0104e-10, 0.0], [0.0, 0.0, 0.0], [3.66035e-10, 0.0, 3.32485e-10], [3.66035e-10, 5.0104e-10, 3.32485e-10], [5.91146525e-10, 5.150691200000011e-11, 1.9902552100000003e-10], [5.91146525e-10, 4.49533088e-10, 1.9902552100000003e-10], [2.2511152500000003e-10, 4.49533088e-10, 1.3345947899999994e-10], [5.069584750000001e-10, 9.50573088e-10, 5.31510521e-10], [1.4092347500000004e-10, 5.52546912e-10, 4.65944479e-10], [5.069584750000001e-10, 5.52546912e-10, 5.31510521e-10], [2.2511152500000003e-10, 5.150691200000011e-11, 1.3345947899999994e-10], [1.4092347500000004e-10, 9.50573088e-10, 4.65944479e-10], [7.150127690000001e-10, 2.5052e-10, 5.94217192e-10], [3.4897776900000007e-10, 2.5052000000000013e-10, 4.032378080000001e-10], [3.83092231e-10, 7.515600000000001e-10, 2.61732192e-10], [1.7057231000000005e-11, 7.515599999999998e-10, 7.075280800000001e-11]], 'species': [38, 38, 38, 38, 40, 40, 40, 40, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.3207,10.0208,6.6497,90.0,90.0,90.0,487.8171414428324,0.040998969287642,3.744952492861182,2.0370497703552246,0.13591796159744263
YbSmS3,37,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [70, 70, 70, 70, 62, 62, 62, 62, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Yb', 'Yb', 'Yb', 'Yb', 'Sm', 'Sm', 'Sm', 'Sm', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.7207e-10, 0.0, 0.0], [0.0, 8.9627e-10, 0.0], [0.0, 0.0, 7.164900000000001e-10]], 'periodic': [True, True, True], 'positions': [[0.0, 4.48135e-10, 3.5824500000000004e-10], [0.0, 0.0, 3.5824500000000004e-10], [3.86035e-10, 0.0, 0.0], [3.86035e-10, 4.48135e-10, 3.9773184745683925e-26], [6.98260108e-10, 2.240675e-10, 1.733905800000008e-11], [3.12225108e-10, 2.240674999999999e-10, 3.40905942e-10], [4.5984489200000004e-10, 6.722024999999999e-10, 3.755840580000001e-10], [7.380989199999999e-11, 6.722025000000002e-10, 6.99150942e-10], [6.23446525e-10, 5.30681467e-10, 5.89456323e-10], [6.23446525e-10, 8.137235330000001e-10, 5.89456323e-10], [2.3741152500000003e-10, 8.137235330000001e-10, 4.852786770000001e-10], [5.34658475e-10, 3.65588533e-10, 2.3121132300000002e-10], [1.4862347499999997e-10, 8.2546467e-11, 1.27033677e-10], [5.34658475e-10, 8.2546467e-11, 2.3121132300000002e-10], [2.3741152500000003e-10, 5.30681467e-10, 4.852786770000001e-10], [1.4862347499999997e-10, 3.65588533e-10, 1.27033677e-10], [6.93087239e-10, 6.722025000000001e-10, 2.1809955600000008e-10], [3.07052239e-10, 6.722025000000001e-10, 1.4014544399999985e-10], [4.6501776099999996e-10, 2.240675e-10, 5.763445560000001e-10], [7.898276099999999e-11, 2.240675e-10, 4.983904439999999e-10]], 'species': [70, 70, 70, 70, 62, 62, 62, 62, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.7207,8.9627,7.164900000000002,90.0,90.0,90.0,495.7990278500613,0.0403389254043643,5.621448200024875,1.9691208600997925,0.10450495779514313
GdScS3,38,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [64, 64, 64, 64, 21, 21, 21, 21, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Gd', 'Gd', 'Gd', 'Gd', 'Sc', 'Sc', 'Sc', 'Sc', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.026e-10, 0.0, 0.0], [0.0, 9.502e-10, 0.0], [0.0, 0.0, 6.3941e-10]], 'periodic': [True, True, True], 'positions': [[6.309348e-10, 7.1265e-10, 2.922103699999998e-11], [2.796348e-10, 7.1265e-10, 2.9048396299999996e-10], [4.229652e-10, 2.3755e-10, 3.48926037e-10], [7.16652e-11, 2.3755e-10, 6.101889630000001e-10], [0.0, 4.751e-10, 3.19705e-10], [0.0, 0.0, 3.19705e-10], [3.513e-10, 0.0, 0.0], [3.513e-10, 4.751e-10, 0.0], [5.736728999999999e-10, 6.432853999999988e-11, 5.25403197e-10], [5.736728999999999e-10, 4.1077146000000006e-10, 5.25403197e-10], [2.2237290000000002e-10, 4.1077146000000006e-10, 4.3371180300000003e-10], [4.802271e-10, 8.858714600000002e-10, 2.0569819699999998e-10], [1.289271e-10, 5.394285400000001e-10, 1.14006803e-10], [4.802271e-10, 5.394285400000001e-10, 2.0569819699999998e-10], [2.2237290000000002e-10, 6.432853999999988e-11, 4.3371180300000003e-10], [1.289271e-10, 8.858714600000002e-10, 1.14006803e-10], [6.6936702e-10, 2.3755e-10, 2.3172218400000002e-10], [3.1806702e-10, 2.375500000000001e-10, 8.798281599999996e-11], [3.8453298e-10, 7.126500000000002e-10, 5.514271840000001e-10], [3.323298e-11, 7.126499999999999e-10, 4.07687816e-10]], 'species': [64, 64, 64, 64, 21, 21, 21, 21, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.026000000000002,9.502,6.3941,90.0,90.0,90.0,426.8768425932002,0.0468519207519049,4.643085060011656,2.099151849746704,0.12712016701698303
UScS3,39,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [21, 21, 21, 21, 92, 92, 92, 92, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Sc', 'Sc', 'Sc', 'Sc', 'U', 'U', 'U', 'U', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.020400000000001e-10, 0.0, 0.0], [0.0, 8.821999999999999e-10, 0.0], [0.0, 0.0, 6.3149e-10]], 'periodic': [True, True, True], 'positions': [[0.0, 4.4109999999999996e-10, 3.15745e-10], [0.0, 0.0, 3.15745e-10], [3.5102000000000005e-10, 0.0, 0.0], [3.5102000000000005e-10, 4.4109999999999996e-10, 3.5054736891027e-26], [6.34924976e-10, 2.2054999999999998e-10, 6.04209632e-10], [2.83904976e-10, 2.2054999999999998e-10, 3.43025368e-10], [4.1813502400000004e-10, 6.6165e-10, 2.88464632e-10], [6.711502400000002e-11, 6.6165e-10, 2.7280367999999994e-11], [5.71390356e-10, 4.9606106e-10, 1.1284726300000006e-10], [5.71390356e-10, 8.2723894e-10, 1.1284726300000006e-10], [2.2037035599999998e-10, 8.2723894e-10, 2.0289773699999995e-10], [4.816696440000001e-10, 3.8613893999999995e-10, 4.2859226300000004e-10], [1.30649644e-10, 5.4961059999999995e-11, 5.18642737e-10], [4.816696440000001e-10, 5.4961059999999995e-11, 4.2859226300000004e-10], [2.2037035599999998e-10, 4.9606106e-10, 2.0289773699999995e-10], [1.30649644e-10, 3.8613893999999995e-10, 5.18642737e-10], [6.632171880000001e-10, 6.6165e-10, 4.132470560000001e-10], [3.12197188e-10, 6.6165e-10, 5.339879439999999e-10], [3.89842812e-10, 2.2054999999999998e-10, 9.750205600000002e-11], [3.8822812e-11, 2.2054999999999998e-10, 2.1824294399999996e-10]], 'species': [21, 21, 21, 21, 92, 92, 92, 92, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.020400000000002,8.822,6.3149,90.0,90.0,90.0,391.1068195751198,0.0511369247453344,6.439600406468452,1.7052303552627563,0.14949436485767365
EuYS3,40,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [63, 63, 63, 63, 39, 39, 39, 39, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Eu', 'Eu', 'Eu', 'Eu', 'Y', 'Y', 'Y', 'Y', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.4206e-10, 0.0, 0.0], [0.0, 9.922000000000002e-10, 0.0], [0.0, 0.0, 7.0149e-10]], 'periodic': [True, True, True], 'positions': [[6.859602640000001e-10, 7.441500000000001e-10, 1.823874000000002e-11], [3.14930264e-10, 7.441500000000001e-10, 3.3250626e-10], [4.27129736e-10, 2.4805000000000004e-10, 3.6898374e-10], [5.6099736e-11, 2.4805e-10, 6.832512599999999e-10], [0.0, 4.961000000000001e-10, 3.50745e-10], [0.0, 0.0, 3.50745e-10], [3.7103e-10, 0.0, 0.0], [3.7103e-10, 4.961000000000001e-10, 0.0], [5.995102740000001e-10, 7.153762000000005e-11, 5.7031137e-10], [5.995102740000001e-10, 4.2456238e-10, 5.7031137e-10], [2.28480274e-10, 4.2456238e-10, 4.819236300000001e-10], [5.13579726e-10, 9.206623800000002e-10, 2.1956636999999996e-10], [1.42549726e-10, 5.676376200000001e-10, 1.3117863e-10], [5.13579726e-10, 5.676376200000001e-10, 2.1956636999999996e-10], [2.28480274e-10, 7.153762000000005e-11, 4.819236300000001e-10], [1.42549726e-10, 9.206623800000002e-10, 1.3117863e-10], [7.06960562e-10, 2.4805000000000004e-10, 2.5421997599999996e-10], [3.3593056200000005e-10, 2.4805000000000004e-10, 9.652502399999996e-11], [4.0612943800000007e-10, 7.441500000000001e-10, 6.049649759999999e-10], [3.509943800000001e-11, 7.441500000000001e-10, 4.47270024e-10]], 'species': [63, 63, 63, 63, 39, 39, 39, 39, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.4206,9.922000000000004,7.0149,90.0,90.0,90.0,516.4873975786804,0.0387231132720005,4.334737728808919,2.0730714797973633,0.08668673783540726
SrPrS3,41,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [38, 38, 38, 38, 59, 59, 59, 59, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Sr', 'Sr', 'Sr', 'Sr', 'Pr', 'Pr', 'Pr', 'Pr', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.8507e-10, 0.0, 0.0], [0.0, 9.502e-10, 0.0], [0.0, 0.0, 7.364099999999999e-10]], 'periodic': [True, True, True], 'positions': [[7.27288848e-10, 7.1265e-10, 1.1782559999999929e-11], [3.34753848e-10, 7.1265e-10, 3.5642243999999996e-10], [4.50316152e-10, 2.3755e-10, 3.7998755999999993e-10], [5.778115200000002e-11, 2.3755e-10, 7.246274400000001e-10], [0.0, 4.751e-10, 3.6820499999999997e-10], [0.0, 0.0, 3.6820499999999997e-10], [3.92535e-10, 0.0, 0.0], [3.92535e-10, 4.751e-10, 0.0], [6.26093325e-10, 8.770346000000006e-11, 5.886861540000001e-10], [6.26093325e-10, 3.8739654e-10, 5.886861540000001e-10], [2.33558325e-10, 3.8739654e-10, 5.159288460000001e-10], [5.51511675e-10, 8.624965400000001e-10, 2.2048115399999998e-10], [1.5897667500000003e-10, 5.628034600000002e-10, 1.47723846e-10], [5.51511675e-10, 5.628034600000002e-10, 2.2048115399999998e-10], [2.33558325e-10, 8.770346000000006e-11, 5.159288460000001e-10], [1.5897667500000003e-10, 8.624965400000001e-10, 1.47723846e-10], [7.16533389e-10, 2.3755e-10, 2.4478268400000003e-10], [3.23998389e-10, 2.375500000000001e-10, 1.23422316e-10], [4.61071611e-10, 7.126500000000002e-10, 6.12987684e-10], [6.853661100000002e-11, 7.126499999999999e-10, 4.91627316e-10]], 'species': [38, 38, 38, 38, 59, 59, 59, 59, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.8507,9.502,7.3641,90.0,90.0,90.0,549.3423554447401,0.0364071690481762,3.926255760502531,2.405949592590332,0.11556008458137512
CaCeS3,42,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [20, 20, 20, 20, 58, 58, 58, 58, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Ca', 'Ca', 'Ca', 'Ca', 'Ce', 'Ce', 'Ce', 'Ce', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.429100000000001e-10, 0.0, 0.0], [0.0, 9.922700000000001e-10, 0.0], [0.0, 0.0, 7.0149e-10]], 'periodic': [True, True, True], 'positions': [[0.0, 4.961350000000001e-10, 3.50745e-10], [0.0, 0.0, 3.50745e-10], [3.7145500000000004e-10, 0.0, 0.0], [3.7145500000000004e-10, 4.961350000000001e-10, 0.0], [6.71887804e-10, 2.4806750000000003e-10, 2.434170299999997e-11], [3.00432804e-10, 2.4806749999999993e-10, 3.26403297e-10], [4.42477196e-10, 7.442024999999999e-10, 3.75086703e-10], [7.1022196e-11, 7.442025000000003e-10, 6.77148297e-10], [6.00048407e-10, 5.776003670000002e-10, 5.77115823e-10], [6.00048407e-10, 9.108046330000001e-10, 5.77115823e-10], [2.28593407e-10, 9.108046330000001e-10, 4.75119177e-10], [5.143165930000001e-10, 4.14669633e-10, 2.2637082299999998e-10], [1.4286159300000005e-10, 8.146536700000001e-11, 1.24374177e-10], [5.143165930000001e-10, 8.146536700000001e-11, 2.2637082299999998e-10], [2.28593407e-10, 5.776003670000002e-10, 4.75119177e-10], [1.4286159300000005e-10, 4.14669633e-10, 1.24374177e-10], [6.78053957e-10, 7.442025000000002e-10, 2.19145476e-10], [3.06598957e-10, 7.442025000000002e-10, 1.31599524e-10], [4.363110430000001e-10, 2.4806750000000003e-10, 5.69890476e-10], [6.4856043e-11, 2.4806750000000003e-10, 4.82344524e-10]], 'species': [20, 20, 20, 20, 58, 58, 58, 58, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.429100000000001,9.9227,7.0149,90.0,90.0,90.0,517.1154932754931,0.0386760796380645,3.5501139585869788,2.123049736022949,0.11269252002239227
CaUS3,43,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [20, 20, 20, 20, 92, 92, 92, 92, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Ca', 'Ca', 'Ca', 'Ca', 'U', 'U', 'U', 'U', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.4206e-10, 0.0, 0.0], [0.0, 9.9225e-10, 0.0], [0.0, 0.0, 6.5149e-10]], 'periodic': [True, True, True], 'positions': [[6.875927960000001e-10, 2.480625e-10, 3.3597339300000007e-10], [3.1656279600000003e-10, 2.480625e-10, 6.412616069999999e-10], [4.2549720400000004e-10, 7.441875e-10, 1.0228392999999995e-11], [5.4467204e-11, 7.441875e-10, 3.15516607e-10], [0.0, 4.96125e-10, 0.0], [0.0, 0.0, 0.0], [3.7103e-10, 0.0, 3.25745e-10], [3.7103e-10, 4.96125e-10, 3.25745e-10], [6.021816900000001e-10, 5.676662250000001e-10, 2.1023582300000001e-10], [6.021816900000001e-10, 9.207087749999999e-10, 2.1023582300000001e-10], [2.3115169e-10, 9.207087749999999e-10, 1.1550917700000001e-10], [5.109083100000001e-10, 4.24583775e-10, 5.35980823e-10], [1.3987831000000003e-10, 7.1541225e-11, 4.41254177e-10], [5.109083100000001e-10, 7.1541225e-11, 5.35980823e-10], [2.3115169e-10, 5.676662250000001e-10, 1.1550917700000001e-10], [1.3987831000000003e-10, 4.24583775e-10, 4.41254177e-10], [6.846987620000001e-10, 7.441875e-10, 5.56633056e-10], [3.1366876200000006e-10, 7.441875e-10, 4.2060194399999996e-10], [4.2839123800000006e-10, 2.480625e-10, 2.30888056e-10], [5.7361237999999994e-11, 2.480625e-10, 9.4856944e-11]], 'species': [20, 20, 20, 20, 92, 92, 92, 92, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.4206,9.9225,6.5149,90.0,90.0,90.0,479.6979732121499,0.0416929007768703,5.182785667943572,2.050821542739868,0.16636371612548828
BaUS3,44,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [56, 56, 56, 56, 92, 92, 92, 92, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Ba', 'Ba', 'Ba', 'Ba', 'U', 'U', 'U', 'U', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.7207e-10, 0.0, 0.0], [0.0, 1.04208e-09, 0.0], [0.0, 0.0, 7.1417e-10]], 'periodic': [True, True, True], 'positions': [[7.28139217e-10, 2.6052e-10, 3.68654554e-10], [3.42104217e-10, 2.6052e-10, 7.026004460000001e-10], [4.299657829999999e-10, 7.8156e-10, 1.1569553999999956e-11], [4.3930783000000003e-11, 7.8156e-10, 3.455154460000001e-10], [0.0, 5.2104e-10, 0.0], [0.0, 0.0, 0.0], [3.86035e-10, 0.0, 3.57085e-10], [3.86035e-10, 5.2104e-10, 3.57085e-10], [6.076190900000001e-10, 5.64182112e-10, 2.0446687099999995e-10], [6.076190900000001e-10, 9.98937888e-10, 2.0446687099999995e-10], [2.2158409000000005e-10, 9.98937888e-10, 1.5261812900000017e-10], [5.5048591e-10, 4.778978880000001e-10, 5.615518709999999e-10], [1.6445090999999998e-10, 4.3142112000000003e-11, 5.097031290000002e-10], [5.5048591e-10, 4.3142112000000003e-11, 5.615518709999999e-10], [2.2158409000000005e-10, 5.64182112e-10, 1.5261812900000017e-10], [1.6445090999999998e-10, 4.778978880000001e-10, 5.097031290000002e-10], [7.53617527e-10, 7.8156e-10, 6.59607412e-10], [3.6758252700000006e-10, 7.8156e-10, 4.1164758800000005e-10], [4.04487473e-10, 2.6052e-10, 3.02522412e-10], [1.8452472999999998e-11, 2.6052e-10, 5.456258800000001e-11]], 'species': [56, 56, 56, 56, 92, 92, 92, 92, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.7207,10.4208,7.1417,90.0,90.0,90.0,574.5916907783522,0.0348073254816957,5.451027027411927,2.0539095401763916,0.10755372792482376
LuSmS3,45,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [62, 62, 62, 62, 71, 71, 71, 71, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Sm', 'Sm', 'Sm', 'Sm', 'Lu', 'Lu', 'Lu', 'Lu', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.220200000000001e-10, 0.0, 0.0], [0.0, 9.902e-10, 0.0], [0.0, 0.0, 6.664e-10]], 'periodic': [True, True, True], 'positions': [[6.47218728e-10, 7.426499999999999e-10, 6.3681184e-10], [2.86208728e-10, 7.426499999999999e-10, 3.6278816e-10], [4.3581127200000003e-10, 2.4755e-10, 3.0361184e-10], [7.4801272e-11, 2.4755e-10, 2.958816e-11], [0.0, 4.951e-10, 3.332e-10], [0.0, 0.0, 3.332e-10], [3.6101000000000003e-10, 0.0, 0.0], [3.6101000000000003e-10, 4.951e-10, 0.0], [5.8808529e-10, 7.139342000000006e-11, 1.1508727999999997e-10], [5.8808529e-10, 4.237065799999999e-10, 1.1508727999999997e-10], [2.2707529000000001e-10, 4.237065799999999e-10, 2.181127200000001e-10], [4.9494471e-10, 9.188065799999999e-10, 4.4828728e-10], [1.3393471000000001e-10, 5.6649342e-10, 5.5131272e-10], [4.9494471e-10, 5.6649342e-10, 4.4828728e-10], [2.2707529000000001e-10, 7.139342000000006e-11, 2.181127200000001e-10], [1.3393471000000001e-10, 9.188065799999999e-10, 5.5131272e-10], [6.806482540000001e-10, 2.4755e-10, 4.2942816e-10], [3.1963825400000003e-10, 2.4755e-10, 5.7017184e-10], [4.02381746e-10, 7.426499999999999e-10, 9.622815999999997e-11], [4.1371746e-11, 7.426499999999999e-10, 2.3697184e-10]], 'species': [62, 62, 62, 62, 71, 71, 71, 71, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.2202,9.902,6.664,90.0,90.0,90.0,476.4388175456001,0.0419781077096762,5.876543988647523,1.8963443040847778,0.08124390244483948
