reduced_formulas,descriptive_formulas,bandgap
Zn1Se1,ZnSe,2.67
Zn1Se1,ZnSe,2.57
Ag1Ga1S2,AgGaS2,1.64
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Ba1Se1,BaSe,1.76
Cu1Ga1S2,CuGaS2,2.49
Zn1S1,ZnS,3.7
Zn1S1,ZnS,3.69
Ag1Cd2Ga1S4,AgCd2GaS4,2.15
Ag1Cd0.8Mn1Ga1S4,AgCd0.8MnGaS4,2.15
Ag1Cd0.8Mn1Ga1S4,AgCd0.8MnGaS4,2.4
Ag1Mn2Ga1S4,AgMn2GaS4,2.275
Cu1In1Al1Se2,CuInAlSe2,1.855
Cu1In0.75Al0.25Se2,CuIn0.75Al0.25Se2,1.52
Cu1In0.75Al0.25Se2,CuIn0.75Al0.25Se2,1.2
Cu10Se90,Cu10Se90,2.231
Cd1S1,CdS,2.48
Cd1S1,CdS,2.48
Cd1S1,CdS,2.48
Se55Ge30As15,Se55Ge30As15,0.83
Pb1S1,PbS,0.41
Pb1Se1,PbSe,0.27
Ge1Se2,GeSe2,2.0
Ca1S1,CaS,5.38
Cd1Se1,CdSe,1.74
Cd1Se1,CdSe,2.09
Cd1Se1,CdSe,1.661
Zn1S1,ZnS,3.62
Zn1S1,ZnS,3.6500000000000004
Zn1S1,ZnS,3.6500000000000004
Zn1S1,ZnS,3.4
Zn1S1,ZnS,3.62
Zn1S1,ZnS,3.62
Se1,Se,1.3
Tl1In1Se1S1,TlInSeS,7.0
Tl4Ga3In1Se8,Tl4Ga3InSe8,2.2
Cu1Ga5Se8,CuGa5Se8,1.811
Zn0.96Fe0.04S1,Zn0.96Fe0.04S,3.6
Bi2S3,Bi2S3,1.3
Cd1S1,CdS,2.5
Cd1S1,CdS,2.41
Ca1Se1,CaSe,2.08
Zn1Se1,ZnSe,2.816
Sb2Se3,Sb2Se3,1.2
Sb2Se3,Sb2Se3,1.29
Sb2Se3,Sb2Se3,1.065
Sb2S3,Sb2S3,1.6749999999999998
Ag1In5S8,AgIn5S8,1.75
Cu1Ga1Se2,CuGaSe2,1.67
Cd1Se1,CdSe,1.7
Cd0.9Zn0.1Se1,Cd0.9Zn0.Se,1.9
Cd1Se1,CdSe,1.65
Zn1S1,ZnS,3.72
Li1Ga1S2,LiGaS2,2.34
Li1Ga1Se2,LiGaSe2,2.34
Zn1S1,ZnS,2.6399999999999997
Zn1Cd1S1,ZnCdS,3.3
Zn1S1,ZnS,3.68
Au1Cd1S1,AuCdS,3.2
Mn2S7,Mn2S7,3.1
Mn1S1,MnS,3.1
Zn1S1,ZnS,1.67
Zn0.75Cd0.25S0.75Se0.25,Zn0.75Cd0.25S0.75Se0.25,3.48
Sb2S3,Sb2S3,2.27
Sb2S3,Sb2S3,1.955
Cd1S1,CdS,2.42
Pb1S2,PbS2,1.355
Pb1S1,PbS,0.36
Bi4S6,Bi4S6,1.5
Bi2S3,Bi2S3,1.46
Zn1Se1,ZnSe,2.8
Mo1S2,MoS2,0.79
Se1Sn1,SeSn,1.2149999999999999
Cd1Se1,CdSe,1.74
In6Se7,In6Se7,0.16
Cd1S1,CdS,2.42
Zn1S1,ZnS,3.66
Zn1S1,ZnS,3.7
Zn1S1,ZnS,8.0
Zn1Se1,ZnSe,8.0
Se1,Se,1.3
Cd1S1,CdS,2.5
Se15Ge10Te75,Se15Ge10Te75,1.25
Ba1Cu2S2,BaCu2S2,0.97
Cd1S1,CdS,2.4
Sn1S1,SnS,1.35
Zn1S1,ZnS,3.68
Cd1Se1Te1,CdSeTe,2.09
Cd1Se1Te1,CdSeTe,2.295
Sb2S3,Sb2S3,2.14
S1,S,2.19
Zn1S1,ZnS,3.6
Cu1Ga1S2,CuGaS2,0.81802
Cu1Ga1S2,CuGaS2,2.49
Sn1S1,SnS,1.1
Sn1S1,SnS,1.07
Sn1S1,SnS,1.6
Sn1S2,SnS2,2.44
Sn1S1,SnS,1.06
Cd1S1,CdS,1.45
Cd1S1,CdS,1.37
Cd1S1,CdS,2.42
Zn1S1,ZnS,3.7
Mo1S2,MoS2,2.32
Mo1S2,MoS2,1.65
Mo1S2,MoS2,1.94
Cu1In1S2,CuInS2,1.5
In2S3,In2S3,2.5
Cd1S1,CdS,2.4
Cu1S1,CuS,2.48
In2S3,In2S3,2.9
Cu1S1,CuS,2.69
Cu2Ge1Se3,Cu2GeSe3,0.78
As2S3,As2S3,1.59
As2Se3,As2Se3,0.95
Cu2Cd1Ge1Se4,Cu2CdGeSe4,0.017011
Cu2Cd1Sn1Se4,Cu2CdSnSe4,0.000484
Cu2Cd1Ge1Se4,Cu2CdGeSe4,1.2
Zn1S1,ZnS,3.66
Cd1S1,CdS,2.5
Be1S1,BeS,6.061
Be1Se1,BeSe,5.214
Be1S1,BeS,2.0
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.5
C16H18Cl1N3S1,C16H18ClN3S,0.59
W1Se2,WSe2,0.09
Cd1Se1,CdSe,1.74
Cu3Ta1S4,Cu3TaS4,2.7
Cu3Ta1S4,Cu3TaS4,2.7
Cd1S1,CdS,2.4
Zn1S1,ZnS,3.68
Tl2Ga2S3Se1,Tl2Ga2S3Se,0.24
Ag1Sb1Se2,AgSbSe2,0.091
Cd1S1,CdS,2.43
Zn1S1,ZnS,2.03
Sn1Se1,SnSe,0.6255
Sn1Se1,SnSe,0.9
Sn1Se0.9375Te0.0625,SnSe0.9375Te0.0625,0.608
Sn1Se1,SnSe,0.9
Tl1Ga1Se2,TlGaSe2,3.7
Zn1Se1,ZnSe,2.7
Zn1Se1,ZnSe,2.7
Se1,Se,1.45
Cu1In1S2,CuInS2,1.5
Cu1In1Se2,CuInSe2,1.07
Cu1In0.75Al0.25Se2,CuIn0.75Al0.25Se2,1.4
Cu1In1Al1Se2,CuInAlSe2,1.8399999999999999
Cu1In0.75Al0.25Se2,CuIn0.75Al0.25Se2,1.4
Se90Te6Sn4,Se90Te6Sn4,1.233
Cd1S1,CdS,2.6
Tl0.995Cu0.005In1S2,Tl0.995Cu0.005InS2,2.29
Cd1S1,CdS,2.42
Cu1Ga1S2,CuGaS2,2.43
Cu1In1S2,CuInS2,0.04
Cu1In1S2,CuInS2,1.67
Mo1S2,MoS2,1.8
Zn1Se1,ZnSe,2.5
Cd1Ga2Se4,CdGa2Se4,2.56
Bi2Se3,Bi2Se3,0.3
Bi2Se1Te2,Bi2SeTe2,0.18
Ga1Se1,GaSe,2.12
Cu1In1Ga1Se2,CuInGaSe2,1.35
Ag1In1Se2,AgInSe2,1.19
Ag1In1S2,AgInS2,1.24
Mo1Se1,MoSe,0.96
Mo1Se1,MoSe,1.13
Mo1Se1,MoSe,0.96
Cd1S1,CdS,2.4
Cd3Se190Te110,Cd3Se190Te110,1.6
Zn1S1,ZnS,4.4
Zn1S1,ZnS,3.68
Cd1Se1,CdSe,1.74
Sn1S2,SnS2,2.12
Cu1S1,CuS,1.9
Cu1S1,CuS,2.75
Cu1S1,CuS,1.7
Cu1S1,CuS,2.2
Mo1S2,MoS2,1.8
Cu2Zn1Ge1Se4,Cu2ZnGeSe4,1.46
Cu2Zn1Ge1Se4,Cu2ZnGeSe4,1.46
Zn1Se1,ZnSe,2.7
Bi2S3,Bi2S3,1.3
Sb2S3,Sb2S3,1.7
Bi2S3,Bi2S3,1.7
Zn1S1,ZnS,3.68
Zn1S1,ZnS,3.66
Zn1S1,ZnS,1.3
Mn1In2Se4,MnIn2Se4,1.7000000000000002
Mn1In2S2Se2,MnIn2S2Se2,1.6
Zn1S1,ZnS,3.7
Zn1S1,ZnS,3.7
Zr1S1Se1,ZrSSe,1.34
Zr1S1Se2,ZrSSe2,1.53
Ag1In5S8,AgIn5S8,1.88
Ag1In5S8,AgIn5S8,1.84
Ag1In5S8,AgIn5S8,1.84
Zn1Se1,ZnSe,2.3
Cd1S1,CdS,2.35
Mo1Te1Se1,MoTeSe,1.53
Mo1Te1Se1,MoTeSe,1.53
Zn1S1,ZnS,3.65
Zn1S1,ZnS,3.65
Se1,Se,1.85
Mo1S2,MoS2,1.8
Li1Ga1S2,LiGaS2,3.34
Li1Ga1Ge2Se6,LiGaGe2Se6,2.64
Li1Ga1Ge2Se6,LiGaGe2Se6,2.233
Mo1S2,MoS2,2.17
Mo1S3Zn1,MoS3Zn,2.25
Mo1S2,MoS2,2.45
Zn1Se1,ZnSe,2.58
Cd1S1,CdS,2.5
Cu2Sn1Se3,Cu2SnSe3,1.25
Ge1Se1,GeSe,1.15
Ge1Se1,GeSe,1.15
Ge1Se1,GeSe,1.15
Ge1Se1,GeSe,1.75
Ge1Se1,GeSe,1.153
Cu2Sn1Se3,Cu2SnSe3,1.25
In1Se1,InSe,0.48
Cd1Te1Se1,CdTeSe,2.31
Mo1S2,MoS2,1.8
Mo1S2,MoS2,1.97
Mo1S2,MoS2,1.65
Mo1S2,MoS2,2.17
Mo1S2,MoS2,1.04
Cd1Se1,CdSe,1.74
Zn1Sn1S1,ZnSnS,3.5549999999999997
Zn1S1,ZnS,2.2
Zn1S1,ZnS,1.0
Zn1S1,ZnS,2.53
Zn1S1,ZnS,2.2
Cd1S1,CdS,2.42
Cd1S1,CdS,2.42
Cd1S1,CdS,2.43
Fe1S2,FeS2,1.02
Fe1S2,FeS2,1.02
Fe1S2,FeS2,0.965
Pb2S3,Pb2S3,0.41
Tl1Se1,TlSe,0.895
S6Mo1,S6Mo,1.9
S1,S,2.26
Tl1In1S2,TlInS2,2.58
Sn1Se1,SnSe,0.86
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.5
Zn1S1,ZnS,3.88
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.85
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.45
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.85
Cu1In1Al1S2,CuInAlS2,1.53
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.5
Cu1Sb1S2,CuSbS2,1.49
Sn1S2,SnS2,1.15
Sn1Se1,SnSe,0.86
Sn1S1,SnS,1.89
Ga140La60S300,Ga140La60S300,1.99
Ga140La60S300,Ga140La60S300,1.99
Ga140La60S300,Ga140La60S300,1.99
Mo1S2,MoS2,1.626
Mo1S2,MoS2,1.734
Mo1Se2,MoSe2,1.354
Zn1S1,ZnS,3.68
W1Se2,WSe2,1.74
W1Se2,WSe2,1.61
W1Se2,WSe2,1.74
Zn1S1,ZnS,3.72
Zn1S1,ZnS,3.72
Cd1Y2S4,CdY2S4,1.53
Cd1Y2S4,CdY2S4,2.38
Cd1Y2S4,CdY2S4,1.53
Cd1Y2S4,CdY2S4,1.53
Sn1S1,SnS,1.63
Sn1S1,SnS,1.61
Sn1S1,SnS,1.63
Pb1S1,PbS,0.41
Sb2Se3,Sb2Se3,1.43
Sb2Se3,Sb2Se3,1.43
Sb2Se3,Sb2Se3,1.43
Cu2Zn1Sn1Se4,Cu2ZnSnSe4,1.25
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.8
Cd1S1,CdS,2.4
Bi2S3,Bi2S3,1.7
Fe1S1,FeS,2.39
Cu1Ga1Se2,CuGaSe2,1.66
Cu3Ga5S9,Cu3Ga5S9,1.88
Pb1S1,PbS,0.654
Zn1S1,ZnS,3.68
As40Se60,As40Se60,1.82
As40Se30S30,As40Se30S30,1.98
As40Se30Te30,As40Se30Te30,1.59
As40Se60,As40Se60,1.82
As40Se30S30,As40Se30S30,1.98
As40Se30Te30,As40Se30Te30,1.59
Co1S1,CoS,1.0
Co1S1,CoS,1.55
Cd1S1,CdS,2.4
Ga1S1,GaS,2.48
Ga1S1,GaS,2.56
Sb2S3,Sb2S3,1.5
Sb2S3,Sb2S3,1.8
Sb2S3,Sb2S3,1.5
Ba1La2S4,BaLa2S4,2.63
Ca1La2S4,CaLa2S4,2.8
Ba1La2S4,BaLa2S4,2.63
Ca1La2S4,CaLa2S4,2.8
Ba1La2S4,BaLa2S4,2.8
Ba1La2S4,BaLa2S4,2.03
Ca1La2S4,CaLa2S4,2.12
Ba1La2S4,BaLa2S4,2.63
Ca1La2S4,CaLa2S4,2.8
Ba1La2S4,BaLa2S4,2.63
Ca1La2S4,CaLa2S4,2.8
Ga2Se2S0.75,Ga2Se2S0.75,2.15
Ta1S2,TaS2,0.3
Zn1S1,ZnS,3.54
Zn1S1,ZnS,0.12
Ag1Bi1S2,AgBiS2,1.07
Cd1Se1,CdSe,1.751
Hg1S1,HgS,0.3
Zr1Se2,ZrSe2,1.1
Fe32S64C1,Fe32S64C,0.147
Fe16S32C1,Fe16S32C,0.165
Mo1Se2,MoSe2,1.44
W1Se2,WSe2,1.56
W1Se2,WSe2,1.58
Se1,Se,1.76
Se1,Se,1.76
Se1,Se,1.9300000000000002
C1H4N2S1,CH4N2S,1.65
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Cu1S1,CuS,4.43
Zn1S1,ZnS,3.67
Zn1S1,ZnS,3.95
Pb1S1,PbS,0.41
Pb1S1,PbS,1.6
Zn1Se1,ZnSe,2.7
Sn1S1,SnS,1.65
Tl1Ga1Se2,TlGaSe2,2.155
Cd1Se1,CdSe,1.67
Cd1S1,CdS,2.42
Bi2Se3,Bi2Se3,0.2
Zn1S1,ZnS,3.68
Cu1Ga1S2,CuGaS2,2.53
Cu1In1S2,CuInS2,1.55
Mo1Se2,MoSe2,1.3
Cu1In1S2,CuInS2,1.5
Cu1In1Se2,CuInSe2,1.04
Pb1S1,PbS,0.42
Zn0.35Mg0.65S0.6Se0.4,Zn0.35Mg0.65S0.6Se0.4,3.68
Pb1S1,PbS,0.04809
Ga1Se0.95S0.05,GaSe0.95S0.05,2.035
Ga1Se0.8S0.2,GaSe0.8S0.2,2.1
Zn1S1,ZnS,3.68
Cd1In2Se4,CdIn2Se4,3.4450000000000003
Cd1In2Se4,CdIn2Se4,3.4450000000000003
Zn1Se1,ZnSe,2.67
Zn1Se1,ZnSe,3.95
Zn1S1,ZnS,3.62
Zn1S1,ZnS,3.75
Zn1S1,ZnS,3.62
Zn1S1,ZnS,3.62
Cd1Se1,CdSe,2.08
Cd1Se0.6Te0.4,CdSe0.6Te0.4,1.45
Cu1In1S2,CuInS2,1.55
In2S3,In2S3,1.5
Ga2S3,Ga2S3,2.55
Zn1Se1,ZnSe,2.76
In1Se1,InSe,2.19
Zn1S1,ZnS,3.37
Zn1S1,ZnS,1.73
Zn1S1,ZnS,1.87
Ga4Se3S1,Ga4Se3S,2.25
Zn1S1,ZnS,3.37
Zn1Se1,ZnSe,1.15
Zn1Se1,ZnSe,1.88
C16H18Cl1N3S1,C16H18ClN3S,2.65
In4Se3,In4Se3,0.9
P1S1Cu1,PSCu,4.203
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.5
In1Se1,InSe,1.49
In1Se1,InSe,1.24
Ga2S3,Ga2S3,1.18
Ga2S3,Ga2S3,3.4
Ga2S3,Ga2S3,2.96
In1Se1,InSe,1.8
Ga2S3,Ga2S3,3.06
Ca1Se1,CaSe,2.046
Cd1Se1,CdSe,2.0
Cd1S1,CdS,2.4
Zn1S1,ZnS,3.4
Zr1S2,ZrS2,1.53
Zr1S2,ZrS2,1.93
Zr1S2,ZrS2,1.53
Zr1S2,ZrS2,1.53
Zn1S1,ZnS,3.72
Mo1Se2,MoSe2,1.1
Mo1Se2,MoSe2,1.5
Cu2Se1,Cu2Se,2.33
Cd1Se1,CdSe,2.42
Zn1Se1,ZnSe,1.17
Cd1S1,CdS,2.34
Cd1S1,CdS,2.42
Cd1S1,CdS,2.37
Cd1S1,CdS,2.37
Mo1S3,MoS3,1.9
Zn0.5Be0.5Se1,Zn0.5Be0.5Se,2.3
Be1Se1,BeSe,2.3
Zn0.5Be0.5Se1,Zn0.5Be0.5Se,2.8
Be1Se1,BeSe,2.8
Zn1Se1,ZnSe,2.721
Be1Se1,BeSe,2.65
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.5
Cu1In1Ga1Se2,CuInGaSe2,1.5
Cu2Zn1Sn1S4,Cu2ZnSnS4,2.42
Cd1S1,CdS,2.5
In1Se1,InSe,2.05
Mo1S2,MoS2,1.9
Zn1S1,ZnS,1.115
Sb2S3,Sb2S3,1.661
Cd1S1,CdS,2.49
Cd1S1,CdS,2.4
Cu1In1Ga1S2,CuInGaS2,1.45
Cu1In1S2,CuInS2,1.47
Cu1Ga1S2,CuGaS2,2.26
Cu1In1Ga1S2,CuInGaS2,1.45
Cu1Se1,CuSe,2.1
Cu1Se1,CuSe,2.07
Pt1S2,PtS2,0.23
Pt1S2,PtS2,0.46
Pt1S2,PtS2,0.46
Pt1S2,PtS2,0.23
Sn1Se1,SnSe,0.92
Sn1Se1,SnSe,0.93
Cd1S1,CdS,2.42
Cd1S1,CdS,2.3
Ba1Cu1S1F1,BaCuSF,3.1
Ba1Cu1Se1F1,BaCuSeF,2.9
Ba1Cu1Se1Te1F1,BaCuSeTeF,2.7
Ba1Cu1S1F1,BaCuSF,3.1500000000000004
Ba1Cu1Se1F1,BaCuSeF,2.9
Ba1Cu1Se1Te1F1,BaCuSeTeF,2.7
Ba1Cu1S1Se1F1,BaCuSSeF,3.1
Pb1S1,PbS,0.41
Cu1Ga1Se2,CuGaSe2,1.68
Cu1In0.75Ga0.25Se1S1,CuIn0.75Ga0.25SeS,1.325
Cu1In1S2,CuInS2,1.5
Cu1Ga1Se2,CuGaSe2,1.68
Cu1In1S2,CuInS2,1.55
Cu1In1S2,CuInS2,1.5
Cu1Ga1S2,CuGaS2,1.7
Cu1Ga1Se2,CuGaSe2,1.68
Cu1Ga1Se2,CuGaSe2,1.7
In2S3,In2S3,2.0
In2S3,In2S3,2.7
In2S3,In2S3,2.5
Cd1S1,CdS,2.5
Zn1S1,ZnS,3.67
Zn1S1,ZnS,3.65
Cu1Se1,CuSe,2.2
In2S3,In2S3,2.375
In2S3,In2S3,2.0
In2S3,In2S3,2.12
In2S3,In2S3,2.0
In2S3,In2S3,2.3
Zn1S1,ZnS,3.7
Cd1S1,CdS,2.4
S1,S,2.34
Mo1Se2,MoSe2,1.2
Mo1Se2,MoSe2,1.2
Mo1Se2,MoSe2,1.2
Cu1In1S2,CuInS2,1.5
Sn1S1,SnS,1.3
Sn1S2,SnS2,2.2800000000000002
Sn2S3,Sn2S3,0.95
Cu1In1S2,CuInS2,1.5
Cu1In1S2,CuInS2,1.43
Cd1S1,CdS,2.43
Cd1S1,CdS,2.39
Cd1Se1,CdSe,1.74
Cu1In1S2,CuInS2,1.5350000000000001
Cu1In1S2,CuInS2,1.5
Cu1In1S2,CuInS2,1.2
Cd1S1,CdS,2.41
In2S3,In2S3,2.75
Cd1S1,CdS,2.4
Sn2S3,Sn2S3,2.05
Sn2S3,Sn2S3,0.95
In2S3,In2S3,2.15
In2S3,In2S3,2.1
In2S3,In2S3,2.525
Cu1In1Se2,CuInSe2,1.0
Cu1In1Se2,CuInSe2,1.0
Cu1In1S2,CuInS2,1.5
Cd1Zn1S1,CdZnS,3.05
Cu1In1Ga1Se2,CuInGaSe2,1.2
Se1,Se,1.7
Cd1S1,CdS,2.4
Zn1S1,ZnS,3.6
Cu1In1Ga1Se2,CuInGaSe2,1.7
Cu1In1Ga1Se2,CuInGaSe2,1.0
Cd1Se1,CdSe,1.7
Zn1Se1,ZnSe,2.6
Cd1Se1,CdSe,1.45
Cd1Se1,CdSe,1.7
Cd1Se1,CdSe,1.7
Cu1Ga1Se2,CuGaSe2,1.6
Cd1S1,CdS,2.4
Cd1S1Cu0.93In0.6Ga0.4Se2,CdSCu0.93In0.6Ga0.4Se2,1.4
Cu1In1S2,CuInS2,1.55
Cu1Ga1S2,CuGaS2,2.49
Cu1In1S2,CuInS2,1.51
Cd1S1,CdS,2.42
Cu1In1S2,CuInS2,1.5
Cu1In1S2,CuInS2,1.53
Cu1Ga1Se2,CuGaSe2,1.68
Cu1In1S2,CuInS2,1.5
Cu1In1Se2,CuInSe2,1.0
Cd1S1,CdS,1.15
Ru1S2,RuS2,1.3
Ru1S2,RuS2,1.1
Pb1S1,PbS,0.41
Pb1S1,PbS,2.3
Pb1S1,PbS,0.41
Cd1Se1,CdSe,1.5
Ag1In5S8,AgIn5S8,1.78
Cu1In1Se2,CuInSe2,1.04
Zn1Se1,ZnSe,1.34
Cu1In1S2,CuInS2,1.3399999999999999
Cu1In1S2,CuInS2,1.4
Cu1In1S2,CuInS2,0.024
Cu1In1S2,CuInS2,0.02
Ag1In1S2,AgInS2,1.86
Pb0.93Sr0.07Se1,Pb0.93Sr0.07Se,0.416
Cu1In1Se2,CuInSe2,1.01
Cu1Ga1Se2,CuGaSe2,1.01
Cd1S1,CdS,2.4
Mn2S7,Mn2S7,3.1
Mn1S1,MnS,3.1
Ga1Se1,GaSe,2.02
Cd1Se1,CdSe,1.73
Sb2Se3,Sb2Se3,1.1
Sb2Se3,Sb2Se3,1.1
Ag1In5S8,AgIn5S8,1.75
Ag1In5S8,AgIn5S8,1.8
W1Se2,WSe2,0.1
Cd1Se1,CdSe,1.751
Cd1Se1,CdSe,1.955
Mo1S2,MoS2,1.78
Mo1S2,MoS2,1.74
Tl1In1S2,TlInS2,2.4
Tl1In1S2,TlInS2,2.4
Se1,Se,0.8
Se1,Se,0.95
Cu1In1S2,CuInS2,1.5
Bi2S3,Bi2S3,1.69
Zn1S1,ZnS,3.65
Zn1S1,ZnS,3.65
Zn1S1,ZnS,3.65
Zn1S1,ZnS,3.775
Zn1S1,ZnS,3.67
H2S1,H2S,1.48
Cu1In1S2,CuInS2,1.49
Cu1In1Se2,CuInSe2,1.04
Cu1In1S2,CuInS2,1.55
Cd1S1,CdS,2.43
S1,S,2.58
Cu1In1S2,CuInS2,1.53
Cu1In1S2,CuInS2,0.02
Cu1In1S2,CuInS2,1.46
Cd1Se1,CdSe,1.74
Cd1S1,CdS,2.42
Cd1S1,CdS,2.42
Cd1S1,CdS,2.5
Cd1S1,CdS,2.485
Cd1Se1,CdSe,1.74
In2S3,In2S3,2.2
In2S3,In2S3,2.2
In1Se1,InSe,1.187
Cd1S1,CdS,2.42
In2S3,In2S3,2.75
In2S3,In2S3,2.1
In2S3,In2S3,2.725
In2S3,In2S3,2.24
Zn1S1,ZnS,3.68
Cd1S1,CdS,2.51
Sn1Se1,SnSe,1.2
Sn1Se1,SnSe,0.95
Sn1Se1,SnSe,0.4
Sn1Se1,SnSe,1.2
Cd1S1,CdS,2.4
Cu1In1S2,CuInS2,1.5
Cu1In1Se2,CuInSe2,0.023
Cu1Sb1S2,CuSbS2,1.52
Cd1S1,CdS,2.4
Cu1In1Se2,CuInSe2,1.01
Cu1In1Se2,CuInSe2,1.1
Cu1In1Ga1Se2,CuInGaSe2,1.01
Cu1In1S2,CuInS2,1.5
Cu1In1Se2,CuInSe2,1.01
Cu1Ga1Se2,CuGaSe2,1.01
Zn1S1,ZnS,3.6
In2S3,In2S3,2.225
Cu1In1Se2,CuInSe2,1.05
Cu1In1S2,CuInS2,1.55
Cu1In1Se2,CuInSe2,1.05
Cu1In1S2,CuInS2,1.45
Cu1In1S2,CuInS2,1.36
Cu1Ga1Se2,CuGaSe2,1.7
Cd1S1,CdS,2.72
Cd1Se1,CdSe,3.6
Cu1In1S2,CuInS2,1.5
Sb2S5,Sb2S5,1.4
Pb3Sb8S15,Pb3Sb8S15,1.63
Sn1S1,SnS,1.12
S1,S,1.5
Cu1In1S2,CuInS2,1.5
Cu1In1S2,CuInS2,1.5
Cu1In1S2,CuInS2,1.5
Ag1In1S2,AgInS2,1.682
Cu1In1Ga1Se2,CuInGaSe2,1.18
Cu1In3Se5,CuIn3Se5,0.35
Cu1In1S2,CuInS2,1.5
Cu1Ga1S2,CuGaS2,2.2
Cd1S1,CdS,3.2
Cu1In1S2,CuInS2,1.5
Cu1Ga1S2,CuGaS2,2.5
Sb2S3,Sb2S3,1.7
Sb2S3,Sb2S3,1.2
Se1,Se,1.5
Cu1Sb1S2,CuSbS2,1.54
Cd1Se1,CdSe,1.7
Cd1Se1,CdSe,1.7
Cu1Ga1Se2,CuGaSe2,1.68
Cd1S1,CdS,2.5999999999999996
Cu1Ga1Se2,CuGaSe2,1.68
Zn1Se1,ZnSe,2.7
Zn1Se1,ZnSe,2.7
Ag1In1Se2,AgInSe2,1.2
Cd1S1,CdS,2.53
Sb2S5,Sb2S5,2.24
Sb2S5,Sb2S5,2.24
Zn1S1,ZnS,3.6500000000000004
Zn1S1,ZnS,3.6500000000000004
Cd1S1,CdS,2.454
Cd1Se1,CdSe,1.73
Cd1S1,CdS,2.44
Cd1S1,CdS,0.09
Zn1S1,ZnS,3.65
Zn1S1,ZnS,3.65
Zn1S1,ZnS,3.65
Zn1S1,ZnS,3.65
Zn1S1,ZnS,3.2750000000000004
Zn1S1,ZnS,3.65
Cd1S1,CdS,2.48
Cd1S1,CdS,2.48
Pb2S3,Pb2S3,0.41
Cu1In1S2,CuInS2,1.5
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Se1,Se,3.0
Ba1Cu1S1F1,BaCuSF,2.3
Cu3Ta1S4,Cu3TaS4,3.0
Cd1S1,CdS,2.42
Cd1S1,CdS,2.42
Cd1S1,CdS,2.42
Cu1In1S2,CuInS2,1.5
Cd1S1,CdS,2.4
Cu1In0.75Ga0.25Se2,CuIn0.75Ga0.25Se2,1.108
Cd1S1,CdS,2.51
Cd1S1,CdS,2.37
Cu1S1C1N1,CuSCN,3.94
Cu1S1C1N1,CuSCN,3.6
Cu1S1C1N1,CuSCN,3.6
Cu1S1C1N1,CuSCN,3.6
Cu1Ga1Se2,CuGaSe2,1.04
Cu1Al1In1Se2,CuAlInSe2,1.85
As2S3,As2S3,0.03
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.45
Cu1In1Ga1Se2,CuInGaSe2,1.15
Cu1In1Se2,CuInSe2,1.05
Cd0.9Zn0.1S1,Cd0.9Zn0.S,2.7
Se1,Se,0.01
Cu1In1S2,CuInS2,1.56
Cu1In1Se2,CuInSe2,1.18
Cu1In1Se2,CuInSe2,1.0
Cd1S1,CdS,2.4
In2S3,In2S3,2.01
In2S3,In2S3,2.16
In2S3,In2S3,2.11
In2S3,In2S3,2.19
In2S3,In2S3,2.16
Cd1S1,CdS,2.42
Cd1S1,CdS,1.42
Cu1In1S2,CuInS2,1.67
Cu3Ta1S4,Cu3TaS4,2.7
S1,S,2.7
Cu3Ta1Se4,Cu3TaSe4,2.35
Cu2Sn1S3,Cu2SnS3,1.5
Sn1S1,SnS,1.7
Sn1S1,SnS,1.3
Sn1S2,SnS2,2.2
Sn2S3,Sn2S3,1.74
Sn1S2,SnS2,1.7
Pb1Se1,PbSe,0.9
Cu1Ga1S2,CuGaS2,2.4
Cu1Ga1Se2,CuGaSe2,1.67
Cu1In1Se2,CuInSe2,0.95
Zn1S1,ZnS,3.5
Cu2Sn1S3,Cu2SnS3,1.15
Cu1In1S2,CuInS2,1.48
Cu1In1S2,CuInS2,1.5
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.5
Sb2S3,Sb2S3,1.7
Sb2S3,Sb2S3,1.13
Sb2Se3,Sb2Se3,1.13
Sb2S1Se1,Sb2SSe,1.7
Sb2S3,Sb2S3,1.7
Sb2Se3,Sb2Se3,1.7
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.475
As48S52,As48S52,2.33
Cu1In1S2,CuInS2,1.53
Cu1In1Se2,CuInSe2,1.08
Cu1In1Se2,CuInSe2,1.08
Ga2Se3,Ga2Se3,2.0
Cu1In1Se2,CuInSe2,1.02
Cu1In1S2,CuInS2,1.5
Mo1S2,MoS2,1.2
Pb1S1,PbS,2.71
Pb1S1,PbS,0.42
Zn1Se1,ZnSe,3.105
Cd1S1,CdS,2.445
Cd1Zn1S1,CdZnS,2.4
